Age,BusinessTravel,department,DistanceFromHome,Education,EducationField,Gender,job_role,JobSatisfaction,MaritalStatus,monthly_income,NumCompaniesWorked,overtime,PercentSalaryHike,PerformanceRating,YearsInCurrentRole,YearsSinceLastPromotion,industry_proxy,layoff_target
28,Travel_Frequently,Research & Development,6,3,Life Sciences,Male,Research Scientist,3,Divorced,2703,1,Yes,14,3,1,0,Technology and Services,0
18,Non-Travel,Research & Development,8,1,Medical,Male,Laboratory Technician,3,Single,1904,1,No,12,3,0,0,Technology and Services,0
33,Travel_Rarely,Sales,9,4,Marketing,Female,Sales Executive,1,Single,8224,0,Yes,17,3,2,0,Retail and Consumer,1
41,Travel_Rarely,Research & Development,12,4,Life Sciences,Male,Laboratory Technician,4,Married,4766,3,Yes,11,3,0,0,Technology and Services,0
31,Travel_Frequently,Research & Development,15,3,Medical,Male,Laboratory Technician,3,Married,2610,1,No,12,3,2,2,Technology and Services,0
37,Travel_Rarely,Research & Development,25,2,Medical,Female,Healthcare Representative,4,Divorced,5731,7,No,13,3,2,1,Technology and Services,0
27,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,Research Scientist,3,Married,2539,1,No,13,3,2,2,Technology and Services,0
34,Travel_Rarely,Sales,9,1,Life Sciences,Female,Sales Executive,3,Married,5714,1,No,20,4,5,1,Retail and Consumer,0
35,Travel_Rarely,Human Resources,8,4,Technical Degree,Male,Human Resources,3,Single,4323,1,No,17,3,4,1,Professional Services,0
29,Travel_Rarely,Sales,23,1,Life Sciences,Female,Sales Executive,1,Married,7336,1,No,13,3,8,3,Retail and Consumer,1
40,Travel_Frequently,Research & Development,9,4,Medical,Female,Research Director,3,Single,13499,9,No,17,3,7,2,Technology and Services,0
42,Travel_Frequently,Sales,12,3,Life Sciences,Male,Sales Executive,1,Single,13758,0,Yes,12,3,9,13,Retail and Consumer,1
42,Travel_Rarely,Sales,4,4,Marketing,Male,Sales Executive,1,Single,5155,7,No,13,3,4,1,Retail and Consumer,0
35,Travel_Rarely,Research & Development,1,4,Medical,Male,Laboratory Technician,3,Married,2258,6,No,12,3,0,1,Technology and Services,0
24,Travel_Rarely,Research & Development,24,3,Medical,Male,Laboratory Technician,2,Single,3597,8,No,22,4,3,1,Technology and Services,0
28,Travel_Rarely,Research & Development,12,1,Life Sciences,Female,Laboratory Technician,4,Married,2515,1,Yes,11,3,1,0,Technology and Services,0
26,Travel_Rarely,Research & Development,3,4,Medical,Male,Laboratory Technician,4,Married,4420,1,No,22,4,7,0,Technology and Services,0
30,Travel_Rarely,Sales,10,3,Marketing,Male,Sales Executive,3,Married,6578,1,No,18,3,3,1,Retail and Consumer,0
40,Travel_Frequently,Research & Development,26,2,Medical,Female,Research Scientist,4,Married,4422,3,Yes,13,3,1,0,Technology and Services,0
35,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,Manufacturing Director,2,Divorced,10274,2,No,18,3,7,6,Technology and Services,0
34,Travel_Frequently,Research & Development,1,3,Medical,Male,Healthcare Representative,1,Single,5343,0,No,20,4,9,4,Technology and Services,0
35,Travel_Frequently,Research & Development,4,4,Other,Male,Laboratory Technician,4,Married,2376,1,No,13,3,2,2,Technology and Services,0
43,Travel_Rarely,Sales,9,3,Marketing,Female,Sales Executive,3,Single,5346,8,No,13,3,3,1,Retail and Consumer,1
32,Non-Travel,Sales,2,1,Life Sciences,Female,Sales Representative,1,Divorced,2827,1,No,12,3,0,0,Retail and Consumer,0
56,Travel_Rarely,Research & Development,4,4,Technical Degree,Female,Manager,1,Divorced,19626,4,No,13,3,2,4,Technology and Services,0
29,Travel_Rarely,Research & Development,6,1,Medical,Female,Laboratory Technician,4,Married,3131,1,No,13,3,8,0,Technology and Services,0
19,Travel_Rarely,Research & Development,9,2,Life Sciences,Male,Research Scientist,1,Single,2552,1,No,25,4,1,0,Technology and Services,0
45,Travel_Rarely,Research & Development,7,3,Medical,Female,Research Scientist,3,Married,4477,4,Yes,19,3,2,0,Technology and Services,0
37,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Manufacturing Director,4,Married,6474,1,No,13,3,8,3,Technology and Services,0
20,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,Laboratory Technician,3,Single,3033,1,No,12,3,2,1,Technology and Services,0
44,Travel_Rarely,Research & Development,10,4,Life Sciences,Male,Research Scientist,3,Single,2936,1,Yes,11,3,4,0,Technology and Services,0
53,Travel_Rarely,Research & Development,7,2,Medical,Female,Manager,3,Divorced,18606,3,No,18,3,7,4,Technology and Services,0
29,Travel_Rarely,Research & Development,15,1,Life Sciences,Female,Research Scientist,4,Married,2168,0,Yes,18,3,4,1,Technology and Services,0
22,Travel_Frequently,Research & Development,3,4,Life Sciences,Male,Research Scientist,4,Married,2853,0,Yes,11,3,0,0,Technology and Services,0
46,Travel_Rarely,Sales,2,3,Marketing,Female,Manager,1,Married,17048,8,No,23,4,15,15,Retail and Consumer,0
44,Non-Travel,Research & Development,17,3,Life Sciences,Male,Research Scientist,3,Single,2290,2,No,13,3,0,0,Technology and Services,0
33,Travel_Rarely,Human Resources,2,3,Human Resources,Male,Human Resources,3,Married,3600,1,No,13,3,4,1,Professional Services,0
41,Non-Travel,Research & Development,5,2,Life Sciences,Male,Research Scientist,1,Divorced,2107,6,No,17,3,0,0,Technology and Services,0
30,Travel_Rarely,Sales,29,4,Life Sciences,Male,Sales Executive,1,Divorced,4115,8,No,19,3,3,0,Retail and Consumer,0
40,Travel_Frequently,Sales,2,4,Medical,Male,Sales Executive,2,Married,4327,5,No,12,3,0,0,Retail and Consumer,0
50,Travel_Frequently,Research & Development,2,3,Medical,Female,Manager,1,Married,17856,2,No,22,4,2,2,Technology and Services,0
28,Travel_Rarely,Research & Development,19,4,Medical,Male,Laboratory Technician,1,Married,3196,1,No,12,3,5,3,Technology and Services,0
46,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,Research Director,2,Married,19081,5,No,11,3,2,0,Technology and Services,0
35,Travel_Rarely,Sales,17,4,Life Sciences,Male,Sales Executive,1,Married,8966,3,Yes,15,3,7,1,Retail and Consumer,0
24,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,Laboratory Technician,2,Married,2210,1,No,13,3,0,0,Technology and Services,0
33,Travel_Frequently,Sales,25,3,Medical,Female,Sales Executive,3,Married,4539,1,No,12,3,7,0,Retail and Consumer,0
36,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,Laboratory Technician,3,Divorced,2741,1,No,14,3,7,1,Technology and Services,0
30,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,Laboratory Technician,3,Divorced,3491,1,No,13,3,7,8,Technology and Services,0
44,Travel_Rarely,Research & Development,29,4,Other,Male,Research Scientist,4,Single,4541,1,No,25,4,11,13,Technology and Services,0
20,Travel_Rarely,Sales,21,3,Marketing,Male,Sales Representative,4,Single,2678,1,No,17,3,1,2,Retail and Consumer,0
46,Travel_Rarely,Research & Development,2,4,Technical Degree,Male,Manufacturing Director,4,Divorced,7379,2,No,11,3,3,1,Technology and Services,0
42,Non-Travel,Human Resources,2,5,Medical,Male,Human Resources,1,Married,6272,7,No,16,3,3,0,Professional Services,0
60,Travel_Rarely,Sales,7,4,Marketing,Male,Sales Executive,4,Divorced,5220,0,Yes,18,3,7,1,Retail and Consumer,0
32,Travel_Frequently,Research & Development,13,3,Other,Female,Laboratory Technician,2,Married,2743,1,No,20,4,2,2,Technology and Services,0
32,Travel_Frequently,Research & Development,2,2,Life Sciences,Female,Research Scientist,3,Single,4998,4,Yes,14,3,7,0,Technology and Services,0
36,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,Manufacturing Director,1,Divorced,10252,2,Yes,21,4,7,7,Technology and Services,0
33,Travel_Rarely,Research & Development,9,3,Medical,Male,Research Scientist,4,Married,2781,0,No,13,3,10,4,Technology and Services,0
40,Travel_Rarely,Sales,10,3,Technical Degree,Female,Sales Executive,2,Divorced,6852,7,No,12,3,1,1,Retail and Consumer,0
25,Travel_Rarely,Sales,10,4,Life Sciences,Male,Sales Executive,4,Single,4950,0,No,14,3,3,1,Retail and Consumer,0
30,Travel_Rarely,Research & Development,1,3,Medical,Male,Research Scientist,2,Married,3579,0,Yes,21,4,9,5,Technology and Services,0
42,Travel_Frequently,Research & Development,26,5,Medical,Female,Research Director,1,Married,13191,3,Yes,17,3,0,0,Technology and Services,0
35,Non-Travel,Sales,8,2,Marketing,Female,Sales Executive,4,Married,10377,4,Yes,11,3,2,4,Retail and Consumer,0
27,Travel_Rarely,Research & Development,14,3,Life Sciences,Male,Research Scientist,1,Married,2235,1,Yes,14,3,7,6,Technology and Services,0
54,Travel_Frequently,Research & Development,1,4,Life Sciences,Female,Manufacturing Director,3,Divorced,10502,7,No,17,3,4,1,Technology and Services,0
44,Travel_Rarely,Research & Development,2,1,Life Sciences,Female,Research Scientist,4,Married,2011,1,No,13,3,5,7,Technology and Services,0
19,Non-Travel,Research & Development,10,3,Medical,Female,Research Scientist,2,Single,1859,1,Yes,25,4,1,0,Technology and Services,0
29,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Research Scientist,4,Divorced,3760,1,No,15,3,2,1,Technology and Services,0
54,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,Research Director,4,Married,17779,3,No,14,3,9,0,Technology and Services,0
31,Travel_Rarely,Research & Development,11,2,Medical,Male,Healthcare Representative,1,Married,6833,1,Yes,12,3,5,0,Technology and Services,0
31,Travel_Rarely,Research & Development,24,3,Medical,Female,Healthcare Representative,1,Single,6812,1,No,19,3,9,1,Technology and Services,0
59,Travel_Rarely,Sales,3,3,Life Sciences,Female,Sales Executive,4,Single,5171,5,No,17,3,1,0,Retail and Consumer,0
43,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,Research Director,4,Married,19626,3,No,14,3,7,0,Technology and Services,0
49,Travel_Rarely,Research & Development,4,2,Medical,Male,Manager,3,Married,18711,2,No,13,3,0,0,Technology and Services,0
36,Travel_Frequently,Research & Development,3,3,Technical Degree,Male,Research Scientist,2,Married,3692,1,No,12,3,10,0,Technology and Services,0
48,Travel_Rarely,Research & Development,2,2,Technical Degree,Male,Laboratory Technician,2,Single,2559,5,No,11,3,0,0,Technology and Services,0
27,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,Research Scientist,3,Divorced,2517,1,No,11,3,3,0,Technology and Services,0
29,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,Healthcare Representative,4,Divorced,6623,1,Yes,11,3,0,1,Technology and Services,0
48,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Research Director,4,Single,18265,6,No,12,3,0,0,Technology and Services,0
29,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Research Director,4,Divorced,16124,3,No,14,3,7,1,Technology and Services,0
34,Travel_Rarely,Research & Development,20,3,Technical Degree,Female,Research Scientist,3,Married,2585,0,No,17,3,0,0,Technology and Services,0
44,Travel_Rarely,Sales,5,3,Marketing,Male,Manager,2,Married,18213,7,No,11,3,9,3,Retail and Consumer,0
33,Travel_Rarely,Sales,10,5,Marketing,Male,Sales Executive,3,Divorced,8380,0,Yes,14,3,8,0,Retail and Consumer,0
19,Travel_Rarely,Research & Development,25,3,Life Sciences,Female,Research Scientist,4,Single,2994,1,Yes,12,3,0,0,Technology and Services,0
23,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,Research Scientist,3,Married,1359,1,No,22,4,0,0,Technology and Services,0
25,Travel_Frequently,Sales,24,1,Life Sciences,Male,Sales Representative,4,Single,1359,1,Yes,14,3,0,1,Retail and Consumer,1
26,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,Research Scientist,4,Single,2875,1,Yes,20,4,5,2,Technology and Services,0
45,Travel_Rarely,Sales,2,3,Marketing,Female,Manager,2,Single,18824,2,Yes,16,3,10,1,Retail and Consumer,1
55,Non-Travel,Research & Development,8,1,Medical,Male,Healthcare Representative,2,Divorced,13577,1,Yes,15,3,9,15,Technology and Services,0
21,Travel_Frequently,Research & Development,10,2,Life Sciences,Female,Laboratory Technician,3,Single,2625,1,No,20,4,2,2,Technology and Services,0
46,Travel_Rarely,Sales,4,2,Marketing,Female,Manager,2,Married,18789,2,No,14,3,4,0,Retail and Consumer,0
34,Travel_Rarely,Sales,2,3,Marketing,Female,Sales Executive,1,Single,4538,0,Yes,12,3,2,0,Retail and Consumer,0
51,Travel_Frequently,Sales,9,3,Life Sciences,Male,Manager,2,Divorced,19626,4,Yes,24,4,10,11,Retail and Consumer,0
59,Travel_Rarely,Research & Development,18,4,Medical,Male,Manufacturing Director,4,Single,10512,6,No,12,3,7,5,Technology and Services,0
34,Travel_Frequently,Research & Development,19,3,Medical,Female,Laboratory Technician,2,Divorced,4444,4,No,13,3,8,5,Technology and Services,0
28,Travel_Frequently,Research & Development,1,4,Medical,Male,Laboratory Technician,3,Single,2154,0,Yes,11,3,2,0,Technology and Services,0
44,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,Manager,1,Divorced,19190,1,No,14,3,9,14,Technology and Services,0
34,Travel_Frequently,Human Resources,11,3,Life Sciences,Male,Human Resources,2,Married,4490,4,No,11,3,9,1,Professional Services,0
35,Travel_Rarely,Research & Development,6,1,Life Sciences,Male,Research Scientist,3,Married,3506,0,Yes,14,3,2,2,Technology and Services,0
42,Travel_Rarely,Research & Development,7,4,Medical,Female,Research Scientist,2,Married,2372,6,Yes,16,3,0,0,Technology and Services,0
43,Travel_Rarely,Sales,4,4,Marketing,Female,Sales Executive,4,Single,10231,3,No,14,3,7,15,Retail and Consumer,0
36,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,Manufacturing Director,2,Single,5410,9,Yes,11,3,14,5,Technology and Services,0
44,Travel_Rarely,Research & Development,15,3,Medical,Female,Healthcare Representative,4,Married,7978,1,No,11,3,7,0,Technology and Services,0
28,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,Laboratory Technician,4,Married,3867,1,Yes,12,3,2,2,Technology and Services,0
51,Travel_Frequently,Research & Development,6,2,Medical,Female,Laboratory Technician,3,Single,2838,0,No,14,3,0,7,Technology and Services,0
30,Non-Travel,Research & Development,9,2,Medical,Female,Manufacturing Director,3,Single,4695,7,Yes,18,3,4,1,Technology and Services,0
29,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,Laboratory Technician,3,Divorced,3339,3,Yes,13,3,7,7,Technology and Services,0
28,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,Research Scientist,1,Single,2080,2,No,11,3,2,1,Technology and Services,0
25,Travel_Rarely,Research & Development,1,3,Medical,Female,Research Scientist,2,Single,2096,1,No,18,3,2,2,Technology and Services,0
32,Travel_Rarely,Sales,8,3,Medical,Male,Sales Executive,4,Married,6209,1,No,15,3,7,0,Retail and Consumer,0
45,Travel_Frequently,Research & Development,25,3,Medical,Female,Manager,2,Single,18061,3,No,22,4,0,0,Technology and Services,0
39,Travel_Rarely,Research & Development,13,4,Medical,Female,Manager,2,Divorced,17123,6,Yes,13,3,9,15,Technology and Services,0
58,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,Research Scientist,3,Divorced,2372,1,No,12,3,2,2,Technology and Services,0
32,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,Laboratory Technician,3,Married,4883,1,No,18,3,4,1,Technology and Services,0
39,Travel_Rarely,Research & Development,23,3,Medical,Male,Research Scientist,1,Single,3904,0,No,13,3,2,0,Technology and Services,0
30,Travel_Rarely,Research & Development,6,3,Technical Degree,Female,Laboratory Technician,4,Married,4627,0,No,12,3,2,6,Technology and Services,0
36,Travel_Rarely,Research & Development,10,4,Technical Degree,Female,Healthcare Representative,3,Married,7094,3,No,12,3,7,1,Technology and Services,0
46,Travel_Rarely,Human Resources,1,2,Life Sciences,Female,Human Resources,1,Single,3423,6,No,12,3,6,5,Professional Services,0
28,Non-Travel,Research & Development,1,3,Life Sciences,Female,Laboratory Technician,4,Married,6674,0,No,11,3,8,7,Technology and Services,0
50,Travel_Rarely,Research & Development,28,3,Life Sciences,Female,Research Director,1,Married,16880,4,Yes,11,3,2,1,Technology and Services,0
40,Travel_Rarely,Sales,25,4,Marketing,Male,Sales Executive,2,Single,9094,2,Yes,12,3,4,1,Retail and Consumer,1
52,Travel_Rarely,Sales,5,3,Life Sciences,Male,Sales Executive,2,Single,8446,9,Yes,19,3,7,7,Retail and Consumer,1
30,Travel_Rarely,Research & Development,17,4,Medical,Female,Manager,1,Married,11916,1,Yes,23,4,1,0,Technology and Services,0
39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,Manufacturing Director,3,Single,4534,0,No,11,3,7,1,Technology and Services,0
31,Non-Travel,Sales,2,4,Life Sciences,Female,Sales Executive,3,Divorced,9852,1,Yes,19,3,8,9,Retail and Consumer,0
41,Non-Travel,Sales,10,2,Medical,Male,Sales Executive,2,Single,6151,1,No,13,3,2,11,Retail and Consumer,0
31,Travel_Frequently,Sales,1,3,Life Sciences,Female,Sales Representative,2,Single,2302,1,Yes,11,3,2,2,Retail and Consumer,1
44,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,Laboratory Technician,1,Married,2362,4,No,12,3,2,1,Technology and Services,0
42,Non-Travel,Research & Development,2,1,Life Sciences,Male,Manager,3,Married,17861,0,Yes,13,3,8,2,Technology and Services,0
55,Travel_Rarely,Research & Development,2,2,Medical,Female,Manager,3,Married,19187,4,No,14,3,9,9,Technology and Services,0
56,Travel_Rarely,Human Resources,8,4,Life Sciences,Male,Manager,2,Single,19626,6,No,14,3,3,7,Professional Services,0
40,Non-Travel,Research & Development,16,2,Life Sciences,Male,Research Scientist,3,Divorced,3544,9,No,16,3,2,0,Technology and Services,0
34,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,Healthcare Representative,4,Divorced,8500,0,No,11,3,7,1,Technology and Services,0
40,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,Research Scientist,4,Single,4661,1,No,13,3,8,8,Technology and Services,0
41,Travel_Frequently,Sales,1,3,Marketing,Female,Sales Executive,1,Divorced,4103,0,No,17,3,3,1,Retail and Consumer,0
35,Travel_Frequently,Research & Development,4,4,Life Sciences,Male,Research Scientist,3,Single,4249,1,Yes,11,3,6,1,Technology and Services,0
51,Travel_Rarely,Human Resources,5,3,Life Sciences,Male,Manager,2,Divorced,14026,1,Yes,11,3,9,0,Professional Services,0
38,Travel_Rarely,Sales,2,2,Life Sciences,Female,Sales Executive,1,Divorced,6893,3,No,15,3,7,1,Retail and Consumer,0
34,Travel_Rarely,Sales,15,2,Medical,Female,Sales Executive,1,Single,6125,1,No,12,3,8,9,Retail and Consumer,0
25,Travel_Rarely,Research & Development,19,1,Medical,Male,Laboratory Technician,4,Married,3669,3,No,11,3,2,1,Technology and Services,0
58,Travel_Rarely,Research & Development,7,4,Medical,Female,Manufacturing Director,1,Married,10008,7,Yes,14,3,9,5,Technology and Services,0
40,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,Laboratory Technician,2,Married,2387,3,No,22,4,2,0,Technology and Services,0
36,Travel_Frequently,Sales,7,3,Marketing,Female,Sales Executive,1,Married,4639,2,No,16,3,7,6,Retail and Consumer,0
48,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,Manufacturing Director,4,Single,7898,1,No,11,3,9,0,Technology and Services,0
27,Travel_Rarely,Sales,11,3,Medical,Female,Sales Representative,4,Married,2534,8,No,14,3,0,0,Retail and Consumer,0
51,Travel_Rarely,Research & Development,11,2,Technical Degree,Female,Manufacturing Director,2,Single,13142,3,No,16,3,2,0,Technology and Services,0
18,Non-Travel,Research & Development,1,3,Life Sciences,Female,Laboratory Technician,4,Single,1611,1,No,15,3,0,0,Technology and Services,0
35,Travel_Rarely,Research & Development,1,3,Medical,Female,Laboratory Technician,4,Married,5363,0,No,12,3,7,0,Technology and Services,0
27,Travel_Frequently,Sales,2,1,Life Sciences,Male,Sales Executive,4,Single,5071,3,No,20,4,2,0,Retail and Consumer,0
55,Travel_Rarely,Sales,13,4,Marketing,Male,Sales Executive,3,Single,13695,6,Yes,17,3,7,3,Retail and Consumer,1
56,Travel_Rarely,Research & Development,23,3,Life Sciences,Male,Manufacturing Director,2,Married,13402,4,Yes,12,3,16,15,Technology and Services,0
34,Non-Travel,Research & Development,26,1,Technical Degree,Female,Research Scientist,3,Divorced,2029,1,No,20,4,4,0,Technology and Services,0
40,Travel_Rarely,Research & Development,2,1,Medical,Female,Healthcare Representative,3,Divorced,6377,5,No,20,4,11,11,Technology and Services,0
34,Travel_Rarely,Research & Development,29,3,Medical,Male,Laboratory Technician,3,Married,5429,4,No,13,3,7,7,Technology and Services,0
31,Travel_Frequently,Sales,2,3,Life Sciences,Female,Sales Representative,4,Single,2785,7,No,14,3,0,0,Retail and Consumer,1
35,Travel_Frequently,Sales,18,4,Marketing,Female,Sales Executive,3,Married,4614,0,Yes,18,3,2,3,Retail and Consumer,1
38,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,Research Scientist,3,Divorced,2610,1,No,11,3,2,0,Technology and Services,0
34,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,Healthcare Representative,4,Single,6687,1,No,11,3,11,4,Technology and Services,0
28,Travel_Rarely,Sales,26,3,Life Sciences,Male,Sales Executive,1,Married,4724,1,No,11,3,3,0,Retail and Consumer,0
31,Travel_Rarely,Research & Development,22,4,Medical,Male,Manufacturing Director,3,Married,6179,1,Yes,15,3,2,6,Technology and Services,0
39,Travel_Rarely,Sales,21,4,Life Sciences,Male,Sales Executive,4,Married,6120,3,Yes,12,3,4,1,Retail and Consumer,0
51,Travel_Frequently,Sales,2,3,Marketing,Male,Sales Executive,2,Married,10596,2,No,11,3,2,3,Retail and Consumer,0
41,Travel_Frequently,Research & Development,22,3,Life Sciences,Female,Research Scientist,4,Divorced,5467,3,Yes,14,3,2,3,Technology and Services,0
37,Travel_Rarely,Research & Development,4,1,Life Sciences,Male,Research Scientist,3,Married,2996,7,Yes,15,3,4,1,Technology and Services,0
33,Travel_Frequently,Sales,5,1,Life Sciences,Male,Sales Executive,4,Married,9998,6,No,13,3,4,1,Retail and Consumer,0
32,Travel_Rarely,Sales,2,1,Marketing,Male,Sales Executive,2,Married,4078,0,Yes,13,3,2,1,Retail and Consumer,0
39,Non-Travel,Research & Development,25,2,Life Sciences,Male,Healthcare Representative,3,Married,10920,3,No,21,4,4,0,Technology and Services,0
25,Travel_Rarely,Sales,18,1,Life Sciences,Male,Sales Executive,3,Married,6232,2,No,11,3,2,1,Retail and Consumer,0
52,Travel_Frequently,Research & Development,28,2,Medical,Female,Manufacturing Director,3,Married,13247,2,Yes,11,3,3,0,Technology and Services,0
43,Travel_Rarely,Research & Development,6,3,Medical,Female,Research Scientist,3,Single,4081,1,Yes,14,3,7,1,Technology and Services,0
27,Travel_Rarely,Sales,10,3,Marketing,Female,Sales Executive,4,Married,5769,1,Yes,11,3,2,4,Retail and Consumer,0
27,Travel_Rarely,Research & Development,17,4,Life Sciences,Female,Research Scientist,3,Single,2394,1,Yes,13,3,2,7,Technology and Services,0
26,Travel_Rarely,Research & Development,2,1,Medical,Male,Research Scientist,4,Single,3904,0,No,12,3,3,1,Technology and Services,0
42,Travel_Rarely,Human Resources,10,3,Human Resources,Female,Manager,1,Married,16799,0,No,14,3,7,0,Professional Services,0
52,Travel_Rarely,Research & Development,8,4,Other,Female,Laboratory Technician,1,Married,2950,9,No,13,3,4,0,Technology and Services,0
37,Travel_Rarely,Research & Development,11,3,Medical,Female,Laboratory Technician,3,Single,3629,4,No,18,3,2,0,Technology and Services,0
35,Travel_Frequently,Research & Development,18,2,Life Sciences,Male,Manufacturing Director,4,Single,9362,2,No,11,3,2,2,Technology and Services,0
25,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,Laboratory Technician,4,Married,3229,4,No,11,3,2,0,Technology and Services,0
26,Travel_Rarely,Research & Development,7,3,Other,Male,Laboratory Technician,1,Single,3578,0,No,12,3,7,0,Technology and Services,0
29,Travel_Rarely,Human Resources,17,3,Other,Male,Human Resources,1,Single,7988,1,No,13,3,9,0,Professional Services,0
49,Travel_Frequently,Research & Development,28,2,Life Sciences,Male,Laboratory Technician,1,Single,4284,3,No,20,4,3,1,Technology and Services,0
29,Travel_Frequently,Research & Development,14,1,Other,Female,Healthcare Representative,4,Single,7553,0,Yes,12,3,7,7,Technology and Services,0
54,Travel_Rarely,Research & Development,1,3,Medical,Female,Research Director,4,Single,17328,6,No,19,3,7,12,Technology and Services,0
58,Travel_Rarely,Research & Development,1,3,Medical,Female,Research Director,1,Married,19626,3,Yes,21,4,8,1,Technology and Services,0
55,Travel_Rarely,Research & Development,1,4,Medical,Male,Research Director,4,Divorced,14732,2,No,13,3,7,0,Technology and Services,0
36,Travel_Rarely,Sales,3,4,Marketing,Female,Sales Executive,2,Single,9278,3,Yes,16,3,4,0,Retail and Consumer,0
31,Travel_Frequently,Sales,1,4,Life Sciences,Female,Sales Representative,3,Single,1359,1,No,12,3,0,0,Retail and Consumer,1
30,Travel_Rarely,Sales,7,4,Marketing,Female,Sales Executive,1,Divorced,4779,7,No,14,3,2,0,Retail and Consumer,0
31,Travel_Rarely,Research & Development,8,5,Life Sciences,Female,Research Director,2,Single,16422,3,No,11,3,2,1,Technology and Services,0
34,Travel_Frequently,Research & Development,1,4,Other,Male,Research Scientist,1,Divorced,2996,5,No,14,3,3,1,Technology and Services,0
31,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,Research Scientist,2,Single,1359,1,No,12,3,0,0,Technology and Services,0
27,Travel_Rarely,Research & Development,11,1,Life Sciences,Male,Laboratory Technician,1,Married,2099,0,No,14,3,0,1,Technology and Services,0
36,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,Laboratory Technician,4,Single,5810,1,No,16,3,4,1,Technology and Services,0
36,Travel_Rarely,Sales,16,4,Marketing,Female,Sales Executive,1,Married,5647,4,No,13,3,2,0,Retail and Consumer,0
47,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,Research Scientist,4,Married,3420,7,No,12,3,5,1,Technology and Services,0
25,Travel_Rarely,Sales,9,2,Life Sciences,Male,Sales Representative,1,Married,4400,3,No,12,3,2,2,Retail and Consumer,1
37,Non-Travel,Research & Development,5,2,Technical Degree,Male,Laboratory Technician,3,Single,3500,0,No,14,3,5,1,Technology and Services,0
56,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,Research Scientist,1,Married,2066,2,No,22,4,2,1,Technology and Services,0
47,Travel_Rarely,Research & Development,2,4,Medical,Female,Research Director,3,Married,17169,3,No,19,3,17,5,Technology and Services,0
24,Travel_Rarely,Sales,4,1,Medical,Female,Sales Executive,3,Married,4162,1,Yes,12,3,4,0,Retail and Consumer,0
32,Travel_Rarely,Sales,7,5,Marketing,Male,Sales Executive,4,Married,9204,4,No,12,3,3,0,Retail and Consumer,0
34,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Laboratory Technician,2,Married,3294,5,No,17,3,4,0,Technology and Services,0
41,Travel_Rarely,Research & Development,5,5,Medical,Male,Research Scientist,3,Married,2127,2,Yes,12,3,2,0,Technology and Services,0
40,Non-Travel,Research & Development,9,4,Other,Male,Laboratory Technician,3,Divorced,3975,3,No,11,3,7,0,Technology and Services,0
31,Travel_Rarely,Sales,8,2,Life Sciences,Male,Sales Executive,4,Divorced,10793,1,No,18,3,7,9,Retail and Consumer,0
46,Travel_Rarely,Sales,9,3,Marketing,Male,Sales Executive,4,Divorced,10096,4,No,11,3,7,4,Retail and Consumer,1
39,Non-Travel,Research & Development,2,3,Life Sciences,Female,Laboratory Technician,1,Single,3646,2,Yes,23,4,0,0,Technology and Services,0
31,Travel_Frequently,Research & Development,1,5,Life Sciences,Female,Manufacturing Director,2,Single,7446,1,No,11,3,8,4,Technology and Services,0
